ESS112, ENVIRONM & SUSTAIBTY STUDIES 112, Y, EMS, 100115, L, CFA, 050, 050, S, B, Intermediate Undergraduate, 1, 20111219, 150550, CBENJAMIN, X, X, X, , 
ARA101, ARABIC 101, Y, ART, 100209, L, CFA, 050, 050, Y, B, Intermediate Undergraduate, 1, 20120702, 124826, CSCHROEDER, X, X, X, , 
ARA211, ARABIC 211, Y, ART, 100209, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20120702, 124826, CSCHROEDER, X, X, X, , 
ARA212, ARABIC 212, Y, ART, 100209, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20120702, 124826, CSCHROEDER, X, X, X, , 
ARA221, ARABIC 221, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20120702, 124826, CSCHROEDER, X, X, X, , 
ARA222, ARABIC 222, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20120702, 124826, CSCHROEDER, X, X, X, , 
ARA311, ARABIC 311, Y, ART, 100209, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20120703, 154609, CSCHROEDER, M, X, X, , 
ARA312, ARABIC 312, Y, ART, 100209, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20120703, 154609, CSCHROEDER, M, X, X, , 
ARA321, ARABIC 321, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 154609, CSCHROEDER, A, X, X, , 
ARA322, ARABIC 322, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 154609, CSCHROEDER, A, X, X, , 
ARA701, ARABIC 701 : RESEARCH ESSAY, Y, ART, 100209, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 124826, CSCHROEDER, A, X, X, , 
ARA731, ARABIC 731 : HIST OF ARABIC LIT P&P, Y, ART, 100209, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 124826, CSCHROEDER, A, X, X, , 
ARA732, ARABIC 732 : TRANS/STUDY OF SEL TEX, Y, ART, 100209, L, CFA, 050, 050, Y, E, Lower Postgraduate, 7, 20120723, 163614, CSCHROEDER, M, X, X, , 
ARA733, ARABIC 733 : SEL PROSE TEXT MOD A/L, Y, ART, 100209, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120702, 124826, CSCHROEDER, A, X, X, , 
ARA734, ARABIC 734 : COM ARAB/TRANS CON M/A, Y, ART, 100209, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120702, 124826, CSCHROEDER, A, X, X, , 
ARA735, ARABIC 735 : ORAL EXAMINATION, Y, ART, 100209, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120702, 124851, CSCHROEDER, A, X, X, , 
ARA801, ARABIC MAGISTER THESIS (1ST ENROLM), Y, ART, 100209, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 124851, CSCHROEDER, X, X, X, , 
ARA802, ARABIC MAGISTER THES (2ND & FURTH), Y, ART, 100209, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 124851, CSCHROEDER, X, X, X, , 
CLC111, CLASSICAL CULTURE 111, Y, ART, 100209, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 1, 20111219, 144018, CBENJAMIN, X, X, X, , 
CLC121, CLASSICAL CULTURE 121, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20111219, 144035, CBENJAMIN, X, X, X, , 
FLS901, FOREIGN LANGUAGES THESIS 901, Y, ART, 100209, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 125228, CSCHROEDER, X, X, X, , 
FLS902, FOREIGN LANGUAGES THESIS 902, Y, ART, 100209, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 125307, CSCHROEDER, X, X, X, , 
FRE101, FRENCH 101, Y, ART, 100209, L, CFA, 050, 050, Y, B, Intermediate Undergraduate, 1, 20120702, 125307, CSCHROEDER, X, X, X, , 
FRE211, FRENCH 211, Y, ART, 100209, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20120702, 125307, CSCHROEDER, X, X, X, , 
FRE212, FRENCH 212, Y, ART, 100209, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20120702, 125307, CSCHROEDER, X, X, X, , 
FRE221, FRENCH 221, N, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20111003, 085336, NSTEVENS, X, X, , , 
FRE222, FRENCH 222, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20120702, 125307, CSCHROEDER, X, X, X, , 
FRE225, FRENCH 225, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20111219, 144251, CBENJAMIN, X, X, X, , 
FRE311, FRENCH 311, Y, ART, 100209, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20120703, 091835, CSCHROEDER, M, X, X, , 
FRE312, FRENCH 312, Y, ART, 100209, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20120703, 091837, CSCHROEDER, M, X, X, , 
FRE321, FRENCH 321, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120702, 125307, CSCHROEDER, A, X, X, , 
FRE322, FRENCH 322, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120702, 125307, CSCHROEDER, A, X, X, , 
FRE323, FRENCH 323, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120702, 125307, CSCHROEDER, A, X, X, , 
FRE701, FRENCH 701 : RESEARCH ESSAY/PROJECT, Y, ART, 100209, H, FA, 000, 000, F, E, Lower Postgraduate, 7, 20120702, 125307, CSCHROEDER, A, X, X, , 
FRE731, FRENCH 731 : FRENCH/FRANCO CIV/THEO, Y, ART, 100209, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120702, 125307, CSCHROEDER, A, X, X, , 
FRE732, FRENCH 732 : FRENCH FOR/COM STYLIS, Y, ART, 100209, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120702, 125307, CSCHROEDER, A, X, X, , 
FRE733, FRENCH 733 : FRENCH AUTHORS/POETS., Y, ART, 100209, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120723, 163632, CSCHROEDER, M, X, X, , 
FRE800, FRENCH MAGISTER THESIS, Y, ART, 100209, H, , 000, 000, S, G, Intermediate PG (Research), 8, 20120702, 125307, CSCHROEDER, X, X, X, , 
FRE901, FRENCH DOCTORAL 901, Y, ART, 100209, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 125307, CSCHROEDER, X, X, X, , 
FRE902, FRENCH DOCTORAL  902, Y, ART, 100209, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 125307, CSCHROEDER, X, X, X, , 
GER101, GERMAN 101, Y, ART, 100209, L, CFA, 070, 030, Y, B, Intermediate Undergraduate, 1, 20120702, 125307, CSCHROEDER, X, X, X, , 
GER201, GERMAN 201, Y, ART, 100209, L, CFA, 070, 030, Y, B, Intermediate Undergraduate, 2, 20111219, 144112, CBENJAMIN, X, X, X, , 
GER211, GERMAN 211, N, ART, 100209, L, CFA, 070, 030, F, B, Intermediate Undergraduate, 2, 20110818, 123856, BBENJAMIN, X, X, , , 
GER212, GERMAN 212, N, ART, 100209, L, CFA, 070, 030, F, B, Intermediate Undergraduate, 2, 20110818, 123856, BBENJAMIN, X, X, , , 
GER221, GERMAN 221, N, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20110818, 123856, BBENJAMIN, X, X, , , 
GER222, GERMAN 222, N, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20110818, 123856, BBENJAMIN, X, X, , , 
GER311, GERMAN 311, Y, ART, 100209, L, CFA, 070, 030, F, B, Intermediate Undergraduate, 3, 20120703, 091857, CSCHROEDER, M, X, X, , 
GER312, GERMAN 312, Y, ART, 100209, L, CFA, 070, 030, F, B, Intermediate Undergraduate, 3, 20120703, 091859, CSCHROEDER, M, X, X, , 
GER321, GERMAN 321, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120702, 125337, CSCHROEDER, A, X, X, , 
GER322, GERMAN 322, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120702, 125337, CSCHROEDER, A, X, X, , 
GER701, GERMAN 701 : RESEACH ESSAY/PROJECT, Y, ART, 100209, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 125337, CSCHROEDER, A, X, X, , 
GER731, GERMAN 731 : GERMAN LIT SELECT, Y, ART, 100209, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120702, 125337, CSCHROEDER, A, X, X, , 
GER732, GERMAN 732 : POETRY,PROSE/DRAMA, Y, ART, 100209, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 125337, CSCHROEDER, A, X, X, , 
GER733, GERMAN 733 : SELECTED AUTHORS, Y, ART, 100209, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 125337, CSCHROEDER, A, X, X, , 
GER734, GERMAN 734 : COL/POST GERM LIT AFR, Y, ART, 100209, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 125337, CSCHROEDER, A, X, X, , 
GER735, GERMAN 735 : TEACH GERM/FORN LANG, Y, ART, 100209, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 125337, CSCHROEDER, A, X, X, , 
GER737, GERMAN 737 : MAT PROD FOR LIT TEACH, N, ART, 100209, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, BBENJAMIN, X, X, , , 
GER738, GERMAN 738 : GERM LIT FOR ADOL READ, N, ART, 100209, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110818, 123856, BBENJAMIN, X, X, , , 
GER801, GERMAN MAGISTER THESIS 801, Y, ART, 100209, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20111219, 144205, CBENJAMIN, X, X, X, , 
GER802, GERMAN MAGISTER THESIS 802, Y, ART, 100209, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 125337, CSCHROEDER, X, X, X, , 
GER901, GERMAN DOCTORAL (1ST ENR) 901, Y, ART, 100209, L, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20110920, 111554, NSTEVENS, X, X, X, , 
GER902, GERMAN DOCTORAL (2ND ENR) 902, Y, ART, 100209, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20110920, 111507, NSTEVENS, X, X, X, , 
LAT101, LATIN 101, Y, ART, 100209, L, CFA, 050, 050, Y, B, Intermediate Undergraduate, 1, 20120702, 125622, CSCHROEDER, X, X, X, , 
LAT211, LATIN 211, Y, ART, 100209, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20120702, 125622, CSCHROEDER, X, X, X, , 
LAT212, LATIN 212, Y, ART, 100209, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20120702, 125622, CSCHROEDER, X, X, X, , 
LAT221, LATIN 221, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20120702, 125622, CSCHROEDER, X, X, X, , 
LAT222, LATIN 222, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20120702, 125622, CSCHROEDER, X, X, X, , 
LAT223, LATIN 223, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20120702, 125622, CSCHROEDER, X, X, X, , 
LAT224, LATIN 224, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20120702, 125859, CSCHROEDER, X, X, X, , 
LAT311, LATIN 311, Y, ART, 100209, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 3, 20120703, 154740, CSCHROEDER, M, X, X, , 
LAT312, LATIN 312, Y, ART, 100209, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 3, 20120703, 154740, CSCHROEDER, M, X, X, , 
LAT321, LATIN 321, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 154740, CSCHROEDER, A, X, X, , 
LAT322, LATIN 322, Y, ART, 100209, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 154740, CSCHROEDER, A, X, X, , 
LAT901, LATIN DOCTORAL  901, Y, ART, 100209, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 125859, CSCHROEDER, X, X, X, , 
LAT902, LATIN DOCTORAL  902, Y, ART, 100209, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 125859, CSCHROEDER, X, X, X, , 
CHR111, CHRISTIAN MINISTRY 111 (N), Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 1, 20120702, 124851, CSCHROEDER, X, X, X, , 
CHR121, CHRISTIAN MINISTRY 121 (N), Y, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20120702, 124851, CSCHROEDER, X, X, X, , 
ETH111, ETHICS 111 (N), Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 1, 20120702, 125228, CSCHROEDER, X, X, X, , 
ETH121, ETHICS 121 (N), Y, ART, 100211, L, CFA, 060, 040, S, B, Intermediate Undergraduate, 1, 20120703, 154639, CSCHROEDER, X, X, X, , 
ETH211, ETHICS 211, Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20111102, 103325, SNITSCKIE, X, X, X, , 
ETH212, ETHICS 212, Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20111102, 103355, SNITSCKIE, X, X, X, , 
ETH221, ETHICS 221, Y, ART, 100211, L, CFA, 060, 040, S, B, Intermediate Undergraduate, 2, 20120123, 110025, ADANIELS, X, X, X, , 
ETH222, ETHICS 222, Y, ART, 100211, L, CFA, 060, 040, S, B, Intermediate Undergraduate, 2, 20120123, 110032, ADANIELS, X, X, X, , 
ETH311, ETHICS 311, Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20120718, 093057, CSCHROEDER, M, X, X, , 
ETH312, ETHICS 312, Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20120703, 093400, CSCHROEDER, M, X, X, , 
ETH321, ETHICS 321, Y, ART, 100211, L, CFA, 060, 040, S, B, Intermediate Undergraduate, 3, 20120702, 125228, CSCHROEDER, A, X, X, , 
ETH322, ETHICS 322, Y, ART, 100211, L, CFA, 060, 040, S, B, Intermediate Undergraduate, 3, 20120702, 125228, CSCHROEDER, A, X, X, , 
ETH731, ETHICS 731 : ETHICAL THEORY, Y, ART, 100211, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120702, 125228, CSCHROEDER, A, X, X, , 
ETH732, ETHICS 732 : MORAL DECISION MAKING, N, ART, 100211, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110920, 090800, NSTEVENS, M, X, , , 
ETH733, ETHICS 733 : VIRTUE THEORY, N, ART, 100211, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110920, 090814, NSTEVENS, M, X, , , 
ETH734, ETHICS 734 : PUBLIC MORALITY, Y, ART, 100211, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120702, 125228, CSCHROEDER, A, X, X, , 
ETH735, ETHICS 735:CONTEMP ISSUES IN ETHICS, N, ART, 100211, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20110920, 090839, NSTEVENS, M, X, , , 
ETH736, ETHICS 736: PROFESSIONAL ETHICS, Y, ART, 100211, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120723, 163343, CSCHROEDER, M, X, X, , 
ETH831, ETHICS 831 : ETHICAL THEORY, Y, ART, 100211, L, CFA, 000, 000, F, F, Intermediate PG (Non research), 8, 20120702, 125228, CSCHROEDER, A, X, X, , 
ETH832, ETHICS 832 : MORAL DECISION MAKING, N, ART, 100211, L, CFA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20110920, 092205, NSTEVENS, M, X, , , 
ETH833, ETHICS 833 : VIRTUE THEORY, N, ART, 100211, L, CFA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20110920, 092427, NSTEVENS, M, X, , , 
ETH834, ETHICS 834 : PUBLIC MORALITY, Y, ART, 100211, L, CFA, 000, 000, F, F, Intermediate PG (Non research), 8, 20120702, 125228, CSCHROEDER, A, X, X, , 
ETH835, ETHICS 835:CONTEMP ISSUES IN ETHICS, N, ART, 100211, L, CFA, 000, 000, S, F, Intermediate PG (Non research), 8, 20110920, 092441, NSTEVENS, M, X, , , 
ETH836, ETHICS 836: PROFESSIONAL ETHICS, Y, ART, 100211, L, CFA, 000, 000, S, F, Intermediate PG (Non research), 8, 20120723, 163348, CSCHROEDER, M, X, X, , 
HER111, HERMENEUTICS 111, Y, ART, 100211, L, CFA, 000, 000, F, B, Intermediate Undergraduate, 1, 20120305, 150036, CBENJAMIN, X, X, X, , 
HER121, HERMENEUTICS 121 (N), Y, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20120702, 125507, CSCHROEDER, X, X, X, , 
HER122, HERMENEUTICS 122 (N), Y, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20120702, 125507, CSCHROEDER, X, X, X, , 
REL711, REL/THEO 711 : RESEARCH METHODOLOGY, Y, ART, 100211, L, FA, 000, 100, F, E, Lower Postgraduate, 7, 20120702, 145906, CSCHROEDER, A, X, X, , 
REL731, REL STUD 731 : THEORY OF RELIGION, N, ART, 100211, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110920, 090901, NSTEVENS, M, X, , , 
REL732, REL STUD 732 : RELIGION & SOCIETY, N, ART, 100211, L, FA, 000, 100, S, E, Lower Postgraduate, 7, 20110920, 090916, NSTEVENS, M, X, , , 
REL801, RELIGIOUS STUD MAG THESIS 801, Y, ART, 100211, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 150007, CSCHROEDER, X, X, X, , 
REL802, RELIGIOUS STUD MAG THESIS 802, Y, ART, 100211, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120507, 143208, CBENJAMIN, X, X, X, , 
REL832, REL STUD 832 : RELIGION & SOCIETY, N, ART, 100211, L, FA, 000, 100, S, F, Intermediate PG (Non research), 8, 20110920, 103444, NSTEVENS, M, X, , , 
RET811, RESEARCH METHODOLOGY 811, Y, ART, 100211, L, FA, 000, 100, F, F, Intermediate PG (Non research), 8, 20120702, 150007, CSCHROEDER, A, X, X, , 
RTS901, RELIGION & THEOLOGY DOC 901, Y, ART, 100211, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 150007, CSCHROEDER, X, X, X, , 
RTS902, RELIGION & THEOLOGY 902, Y, ART, 100211, H, FA, 000, 000, Y, I, Higher Postgraduate, 9, 20120702, 150007, CSCHROEDER, X, X, X, , 
TST111, THEOLOGICAL STUDIES 111 (N), Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 1, 20120702, 150131, CSCHROEDER, X, X, X, , 
TST121, THEOLOGICAL STUDIES 121 (N), Y, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 1, 20120702, 150131, CSCHROEDER, X, X, X, , 
TST211, THEOLOGICAL STUDIES 211, Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20111102, 104232, SNITSCKIE, X, X, X, , 
TST212, THEOLOGICAL STUDIES 212, Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20111102, 104241, SNITSCKIE, X, X, X, , 
TST213, THEOLOGICAL STUDIES 213, Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20111102, 104258, SNITSCKIE, X, X, X, , 
TST214, THEOLOGICAL STUDIES 214, Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 2, 20120702, 150131, CSCHROEDER, X, X, X, , 
TST221, THEOLOGICAL STUDIES 221, Y, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20111102, 104319, SNITSCKIE, X, X, X, , 
TST222, THEOLOGICAL STUDIES 222, Y, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20111102, 104328, SNITSCKIE, X, X, X, , 
TST223, THEOLOGICAL STUDIES 223, Y, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20111102, 104533, SNITSCKIE, X, X, X, , 
TST224, THEOLOGICAL STUDIES 224, Y, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 2, 20120702, 150131, CSCHROEDER, X, X, X, , 
TST301, THEOLOGICAL STUDIES 301, Y, ART, 100211, L, CFA, 000, 000, Y, B, Intermediate Undergraduate, 3, 20120703, 154905, CSCHROEDER, A, X, X, , 
TST311, THEOLOGICAL STUDIES 311, Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20120718, 093033, CSCHROEDER, M, X, X, , 
TST312, THEOLOGICAL STUDIES 312, Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20120703, 154905, CSCHROEDER, M, X, X, , 
TST313, THEOLOGICAL STUDIES 313, N, ART, 100211, L, CFA, 050, 050, S, B, Intermediate Undergraduate, 3, 20111124, 154915, NSTEVENS, M, X, X, , 
TST314, THEOLOGICAL STUDIES 314, Y, ART, 100211, L, CFA, 050, 050, F, B, Intermediate Undergraduate, 3, 20120703, 154905, CSCHROEDER, M, X, X, , 
TST321, THEOLOGICAL STUDIES 321, Y, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 154905, CSCHROEDER, A, X, X, , 
TST322, THEOLOGICAL STUDIES 322, Y, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 154905, CSCHROEDER, A, X, X, , 
TST323, THEOLOGICAL STUDIES 323, N, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20111124, 154932, NSTEVENS, M, X, X, , 
TST324, THEOLOGICAL STUDIES 324, N, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20111124, 154944, NSTEVENS, M, X, X, , 
TST325, THEOLOGICAL STUDIES 325, Y, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 154905, CSCHROEDER, A, X, X, , 
TST326, THEOLOGICAL STUDIES 326, Y, ART, 100211, L, CFA, 000, 000, S, B, Intermediate Undergraduate, 3, 20120703, 154905, CSCHROEDER, A, X, X, , 
TST701, THEO STUD 701 : RESEARCH ESSAY, Y, ART, 100211, L, FA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 150227, CSCHROEDER, A, X, X, , 
TST731, THEO STUD 731 : OLD TEST STUDIES, N, ART, 100211, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110920, 090933, NSTEVENS, M, X, , , 
TST732, THEO STUD 732 : OLD TEST EXEGESIS, Y, ART, 100211, L, FA, 000, 100, F, E, Lower Postgraduate, 7, 20120703, 093233, CSCHROEDER, M, X, X, , 
TST733, THEO STUD 733 : NEW TEST STUDIES, N, ART, 100211, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20110920, 090946, NSTEVENS, M, X, , , 
TST734, THEO STUD 734 : NEW TEST EXEGESIS, Y, ART, 100211, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120702, 150227, CSCHROEDER, A, X, X, , 
TST735, THEO STUD 735 : BIBL HERMENEUTICS, Y, ART, 100211, L, CFA, 000, 000, S, E, Lower Postgraduate, 7, 20120702, 150227, CSCHROEDER, A, X, X, , 
TST736, THEO STUD 736 : HIST CHRISTIANITY, N, ART, 100211, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110920, 090959, NSTEVENS, M, X, , , 
TST737, THEO STUD 737 : HIST CHRIST IN S A, N, ART, 100211, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110920, 091011, NSTEVENS, M, X, , , 
TST738, THEO STUD 738 : HIST CHRIST DOCTRIN, N, ART, 100211, L, FA, 000, 000, F, E, Lower Postgraduate, 7, 20110920, 091026, NSTEVENS, M, X, , , 
TST739, THEO STUD 739 : SYSTEMATIC THEOLOGY, N, ART, 100211, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110920, 091041, NSTEVENS, M, X, , , 
TST741, THEO STUD 741 : THEO HERMENEUTICS, N, ART, 100211, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20110920, 091055, NSTEVENS, M, X, , , 
TST742, THEO STUD 742 : HOMILETICS & LITURG, Y, ART, 100211, L, CFA, 050, 050, F, E, Lower Postgraduate, 7, 20120718, 093127, CSCHROEDER, M, X, X, , 
TST743, THEO STUD 743 : PAST CARE/ COUNSELL, Y, ART, 100211, L, CFA, 050, 050, F, E, Lower Postgraduate, 7, 20120702, 150227, CSCHROEDER, A, X, X, , 
TST744, CONTEMPORARY CHRISTIAN THEOL 744, Y, ART, 100211, L, CFA, 000, 000, F, E, Lower Postgraduate, 7, 20120702, 150227, CSCHROEDER, A, X, X, , 
TST745, THEOLOGY AND DEVELOPMENT 745, Y, ART, 100211, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 150227, CSCHROEDER, A, X, X, , 
TST746, CONTEXTUAL CHRIST. SPIRITUALITY 746, Y, ART, 100211, L, CFA, 000, 000, Y, E, Lower Postgraduate, 7, 20120702, 150227, CSCHROEDER, A, X, X, , 
TST803, THEO STUD : MINI THESIS 803, Y, ART, 100211, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 150227, CSCHROEDER, X, X, X, , 
TST804, THEO STUD : MINI THESIS 804, Y, ART, 100211, H, FA, 000, 000, Y, G, Intermediate PG (Research), 8, 20120702, 150227, CSCHROEDER, X, X, X, , 
TST831, THEO STUD 831 : OLD TEST STUDIES, N, ART, 100211, L, CFA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20110920, 104824, NSTEVENS, M, X, , , 
TST832, THEO STUD 832 : OLD TEST EXEGESIS, Y, ART, 100211, L, FA, 000, 000, F, F, Intermediate PG (Non research), 8, 20120703, 093233, CSCHROEDER, M, X, X, , 
TST833, THEO STUD 833 : NEW TEST STUDIES, N, ART, 100211, L, CFA, 000, 000, S, F, Intermediate PG (Non research), 8, 20110920, 104836, NSTEVENS, M, X, , , 
TST834, THEO STUD 834 : NEW TEST EXEGESIS, Y, ART, 100211, L, CFA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20120702, 150333, CSCHROEDER, A, X, X, , 
TST835, THEO STUD 835 : BIBL HERMENEUTICS, Y, ART, 100211, L, CFA, 000, 000, S, F, Intermediate PG (Non research), 8, 20120702, 150333, CSCHROEDER, A, X, X, , 
TST837, THEO STUD 837 : HIST CHRIST IN S A, N, ART, 100211, L, CFA, 000, 000, F, F, Intermediate PG (Non research), 8, 20110920, 104846, NSTEVENS, M, X, , , 
TST838, THEO STUD 838 : HIST CHRIST DOCTRIN, N, ART, 100211, L, FA, 000, 000, F, F, Intermediate PG (Non research), 8, 20110920, 104856, NSTEVENS, M, X, , , 
TST839, THEO STUD 839 : SYSTEMATIC THEOLOGY, N, ART, 100211, L, CFA, 000, 000, Y, F, Intermediate PG (Non research), 8, 20110920, 104910, NSTEVENS, M, X, , , 
