2012, EMS, 100115, ESS112, ENVIRONM & SUSTAIBTY STUDIES 112, S2, , 
2012, EDU, 100409, EDP800, EDUC PSYCHOL MAG MINI THES(1ST ENR), YR, , 
2012, EDU, 100409, EDP801, EDUCATIONAL PSYCH THES(1ST EN) 801, YR, , 
2012, EDU, 100409, EDP802, EDUC PSYCH MAG THES(2ND ENR) 802, YR, , 
2012, EDU, 100409, EDP803, EDUC PSYCH MAG MINITHES(1ST ENR)803, YR, , 
2012, EDU, 100409, EDP804, EDUC PSYCH MAG MINITHES(2ND ENR)804, YR, , 
2012, EDU, 100409, EDP901, EDUCATIONAL PSYCH DOC(1ST ENR) 901, YR, , 
2012, EDU, 100409, EDP902, EDUCATIONAL PSYCH DOC(2ND ENR) 902, YR, , 
2012, EDU, 100409, HDE411, EDUCATION THEORY 411, T2, , 
2012, EDU, 100409, HDE413, PSYCH OF TEACHING & LEARNING 413, T1, , 
2012, EDU, 100409, HDE414, AUTHORITY&DISIPLINE IDENTITIES 414, T2, , 
2012, EDU, 100409, HDE415, LEARNER ACHIEVEMENT LEVELS 415, T4, , 
2012, EDU, 100409, HIV002, HIV/AIDS AND EDUCATION 002, YR, , 
2012, EDU, 100409, HIV005, HIV/AIDS COUNSELLING 005, S2, , 
2012, EDU, 100409, HIV010, RESEARCH PROJECT 010, S1, , 
2012, EDU, 100409, HIV200, HIV COUNSELLING 200, S1, , 
2012, EDU, 100409, HIV400, HIV COUNSELLING 400, S1, , 
2012, EDU, 100409, HLP400, HEALTH PROMOTION SCHOOLS 401, S1, , 
2012, EDU, 100409, LIF101, LIFESKILLS 101 (NC), T3, , 
2012, EDU, 100409, LIF201, LIFESKILLS 201 (NC), T3, , 
2012, EDU, 100409, LIF301, LIFESKILLS 301 (NC), T3, , 
2012, EDU, 100409, LIF401, LIFESKILLS 401 (NC), T3, , 
2012, EDU, 100409, MED823, SUPPORT SERV1(SCHOOL EDUC) 823, YR, , 
2012, EDU, 100409, MED824, SUPPORT SERV 2(INTERS DEV) 824, YR, , 
2012, EDU, 100409, MED831, LIFESKILLS EDUCATION 809, YR, , 
2012, EDU, 100409, MED838, PROFESSIONAL COUNSELLING PRACTICUM, YR, , 
2012, EDU, 100409, MTH417, METHOD OF SCHOOL GUIDANCE, YR, , 
2012, EDU, 100409, MTL101, METHOD OF LIFE ORIENTATION 101, S1, , 
2012, EDU, 100409, PLM818, INCLUSIVE EDUCATION (MAG) 818, YR, , 
2012, EDU, 100409, PSY124, INTRO TO HEALTH PSYCHOLOGY 124, T4, , 
2012, EDU, 100409, SEN111, ASSESSMENT & PROGRAMME PLANNING, S1, , 
2012, EDU, 100409, SEN112, COUNSELLING, S1, , 
2012, EDU, 100409, SEN113, CHILD DEVELOPMENT, S2, , 
2012, EDU, 100409, SEN114, LANGUAGE & MATHS TEACHING I, YR, , 
2012, EDU, 100409, SEN116, TEACHING PRACTICE, YR, , 
2012, EDU, 100409, SEN117, SPECIALIZED EDUCATION, S2, , 
2012, EDU, 100411, BED700, METATHEORY A 700, S1, , 
2012, EDU, 100411, BED740, SOUTH AFRICAN EDUCATION 722, S2, , 
2012, EDU, 100411, HDE421, EDUCATION THEORY 421, S2, , 
2012, EDU, 100411, MED826, EDUCATION & DEVELOPMENT 826, YR, , 
2012, EDU, 100411, PGD700, POSTGRADUATE DIPLOMA PAPERS 701, YR, , 
2012, EDU, 100411, PHE801, PHILOSOPHY OF ED MAG THES(1ST) 801, YR, , 
2012, EDU, 100411, PHE802, PHILOSOPHY OF ED MAG THES(2ND) 802, YR, , 
2012, EDU, 100411, PHE804, PHIL EDUC MAG MINI THESIS 804, YR, , 
2012, EDU, 100411, PHE901, PHILOSOPHY: EDUC DOCTORATE 901, YR, , 
2012, EDU, 100411, PHE902, PHILOSOPHY: EDUC DOCTORATE 902, YR, , 
2012, EDU, 110307, ACT001, TECHNOLOGY FOR TEACHING 001, S1, , 
2012, EDU, 110307, ACT002, TECHNOLOGY FOR TEACHING 002, S1, , 
2012, EDU, 110307, ACT003, TECHNOLOGY FOR TEACHING 003, S2, , 
2012, EDU, 110307, AMT117, MATHEMATICS EDUCATION 117, S1, , 
2012, EDU, 110307, AMT121, MATHEMATICS EDUCATION 121, S2, , 
2012, EDU, 110307, CSE112, COMPUTER SCIENCE 112, S2, , 
2012, EDU, 110307, FSC131, SCIENCE FOR TEACHING 131, YR, , 
2012, EDU, 110307, FSC132, SCIENCE FOR TEACHING 132, YR, , 
2012, EDU, 110307, FSC133, SCIENCE FOR TEACHING 133, YR, , 
2012, EDU, 110307, FSC134, SCIENCE FOR TEACHING 134, YR, , 
2012, EDU, 110307, FSC135, SCIENCE FOR TEACHING 135, YR, , 
2012, EDU, 110307, FSC136, SCIENCE FOR TEACHING 136, YR, , 
2012, EDU, 110307, FSC137, SCIENCE EDUCATION 137, YR, , 
2012, EDU, 110307, FSC138, SCIENCE EDUCATION 138, YR, , 
2012, EDU, 110307, FSC139, PRACTICAL PROJECT 139, YR, , 
2012, EDU, 110307, FSC140, COMPUTER STUDIES 140, YR, , 
2012, EDU, 110307, HRR113, RESEARCH PROJECT A 113, S1, , 
2012, EDU, 110307, HRR121, RESEARCH PROJECT B 121, YR, , 
2012, EDU, 110307, MAE111, MATHEMATICS (B.ED) 111, S1, , 
2012, EDU, 110307, MAE121, MATHEMATICS (B.ED) 121, S2, , 
2012, EDU, 110307, MAE211, MATHEMATICS (B.ED) 211, S1, , 
2012, EDU, 110307, MAE221, MATHEMATICS (B.ED) 221, S2, , 
2012, EDU, 110307, MAE311, MATHEMATICS (B.ED) 311, S1, , 
2012, EDU, 110307, MAE321, MATHEMATICS (B.ED) 321, S2, , 
2012, EDU, 110307, SCI127, TECHNOLOGY EDUCATION 127, S2, , 
2012, EDU, 110501, ACG811, GLOBAL LEARNING (AL) 811, S2, , 
2012, EDU, 110501, ACG812, CONTEXT AND PERSPECTIVES (AL) 812, T4, , 
2012, EDU, 110501, ACG813, PROFESSIONAL PRACTICE (AL) 813), T2, , 
2012, EDU, 110501, ACG814, CAPITA SELECTA (AL) 814, YR, , 
2012, EDU, 110501, ACG815, GLOBAL AND LOCAL LEARNING (AL) 815, T3, , 
2012, EDU, 110501, ACG816, CAPITAL SELECTA (AL) 816, YR, , 
2012, EDU, 110501, ACG821, WORK AND LEARNING (AL) 821, T1, , 
2012, EDU, 110501, ACG822, UNDERSTANDING RESEARCH (AL) 822, T4, , 
2012, EDU, 110501, ADA101, SOCIAL TRANSFORMATION A/E A, S2, , 
2012, EDU, 110501, ADA102, SOCIAL TRANSFORMATION A/E B, S2, , 
2012, EDU, 110501, ADA111, SKILLS DEVELOPMENT W/L A, S1, , 
2012, EDU, 110501, ADA112, SKILLS DEVELOPMENT W/L B, S1, , 
2012, EDU, 110501, AET803, ADULT EDU MAG MINI-THESIS(1ST ENR), YR, , 
2012, EDU, 110501, AET804, ADULT EDU MAG MINI-THESIS(2ND ENR), YR, , 
2012, EDU, 110501, AET901, ADULT & CONT EDUC DOC (1ST ENROLM), YR, , 
2012, EDU, 110501, AET902, ADULT & CONT EDUC DOC (2ND ENROLM), YR, , 
2012, EDU, 110501, CAL111, THE CONTEXT OF ADULT LEARNING 111, S1, , 
2012, EDU, 110501, CAL112, THE CONTEXT OF ADULT LEARNING 112, S1, , 
2012, EDU, 110501, DWL101, PROFESSIONAL PRACTICES : W/L, S1, , 
2012, EDU, 110501, DWL102, W/L AND ORGANISATION DEVELOPMENT, S1, , 
2012, EDU, 110501, DWL105, SOCIAL TRANSFORMATION A/L A, S1, , 
2012, EDU, 110501, DWL106, SOCIAL TRANSFORMATION A/L B, S1, , 
2012, EDU, 110501, DWL108, DESIGN, FACILITATE AND ASSESS A/L A, S1, , 
2012, EDU, 110501, DWL109, DESIGN, FACILITATE AND ASSESS A/L B, S1, , 
2012, EDU, 110501, ETD111, ASSESSMENT PRACTICES A, S1, , 
2012, EDU, 110501, ETD121, ASSESSMENT PRACTICES B, S1, , 
2012, EDU, 110501, ETD122, CAPITAL SELECTA 1A, S1, , 
2012, EDU, 110501, ETD123, CAPITAL SELECTA 1B, S1, , 
2012, EDU, 110501, ETD124, CAPITAL SELECTA 2A, S1, , 
2012, EDU, 110501, ETD125, CAPITAL SELECTA 2B, S1, , 
2012, EDU, 110501, ETD126, DIVERSITY & CONFLICT MANAGEMENT A, S2, , 
2012, EDU, 110501, ETD127, DIVERSITY & CONFLICT MANAGEMENT B, S2, , 
2012, EDU, 110501, ETD128, RESEARCH METH FOR ADULT EDUCATORS A, S2, , 
2012, EDU, 110501, ETD129, RESEARCH METH FOR ADULT EDUCATORS B, S2, , 
2012, EDU, 110501, HCA133, TRAINING SB DEVELOPERS A, S2, , 
2012, EDU, 110501, HCA134, TRAINING SB DEVELOPERS B, S2, , 
2012, EDU, 110501, HCA135, TEACHING LITERACY A, S1, , 
2012, EDU, 110501, HCA136, TEACHING LITERACY B, S1, , 
2012, EDU, 110501, HTD111, COURSE DESIGN AND FACILITATION 111, S1, , 
2012, EDU, 110501, HTD112, COURSE DESIGN AND FACILITATION 112, S1, , 
2012, EDU, 110501, HTD121, ORGANISING SKILLS & DEMOCRACY 121, S2, , 
2012, EDU, 110501, HTD122, ORGANISING SKILLS & DEMOCRACY 122, S2, , 
2012, EMS, 100105, ACC211, ACCOUNTING 211, S1, , 
2012, EMS, 100105, ACC237, ACC INFORMATION APPLICATIONS 237, S2, , 
2012, EMS, 100105, ACC431, ACCOUNTING 431, S1, , 
2012, EMS, 100105, ACC706, ADVANCED TAXATION (ACC 706), YR, , 
2012, EMS, 100105, ACC712, RESEARCH PROJECT (ACC 712), YR, , 
2012, EMS, 100105, ACC721, ADV FINANCIAL ACCOUNTING (ACC 721), YR, , 
2012, EMS, 100105, ACC741, ADVANCED AUDITING (ACC 741), YR, , 
2012, EMS, 100105, ACC751, ADV MANAGEMENT ACCOUNTING (ACC 751), YR, , 
2012, EMS, 100105, ACM131, ACCOUNTING FOR MANAGEMENT 131, S1, , 
2012, EMS, 100105, ACM132, ACCOUNTING FOR MANAGEMENT 132, S2, , 
2012, EMS, 100105, ACM231, ACCOUNTING FOR MANAGEMENT 231, S1, , 
2012, EMS, 100105, ACM233, ACCOUNTING FOR MANAGEMENT 233, S2, , 
2012, EMS, 100105, ADM632, FINANCIAL PLANNING 632, S2, , 
2012, EMS, 100105, AUD236, AUDITING 236, S2, , 
2012, EMS, 100105, AUD316, AUDITING 316, YR, , 
2012, EMS, 100105, AUD326, AUDITING 326, YR, , 
2012, EMS, 100105, BET211, BUSINESS ETHICS 211, S1, , 
2012, EMS, 100105, CFM221, CORPORATE & FINANCIAL MNGT221, S2, , 
2012, EMS, 100105, FIA131, FINANCIAL ACCOUNTING 131, S1, , 
2012, EMS, 100105, FIA132, FINANCIAL ACCOUNTING 132, S2, , 
2012, EMS, 100105, FIA214, FINANCIAL ACCOUNTING 214, S1, , 
2012, EMS, 100105, FIA225, FINANCIAL ACCOUNTING 225, S2, , 
2012, EMS, 100105, FIA312, FINANCIAL ACCOUNTING 312, S1, , 
2012, EMS, 100105, FIA313, FINANCIAL ACCOUNTING 313, S1, , 
2012, EMS, 100105, FIA322, FINANCIAL ACCOUNTING 322, S2, , 
2012, EMS, 100105, FIA323, FINANCIAL ACCOUNTING 323, S2, , 
2012, EMS, 100105, MAC234, MANAGEMENT ACCOUNTING 234, S1, , 
2012, EMS, 100105, MAC314, MANAGEMENT ACCOUNTING 314, S1, , 
2012, EMS, 100105, MAC324, MANAGEMENT ACCOUNTING 324, S2, , 
2012, EMS, 100105, MDP5483, ADVANCED TAXATION (ACC 706), YR, , 
2012, EMS, 100105, TAX228, TAXATION 228, S2, , 
2012, EMS, 100105, TAX318, TAXATION 318, YR, , 
2012, EMS, 100105, TAX327, TAXATION 327, YR, , 
2012, EMS, 100105, TAX328, TAXATION 328, YR, , 
2012, EMS, 100107, ACC681, FINANCIAL ACCOUNTING 681, S1, , 
2012, EMS, 100107, ACC781, FINANCIAL ACCOUNTING 781, S1, , 
2012, EMS, 100107, ACC782, FINANCIAL ACCOUNTING 782, S2, , 
2012, EMS, 100107, ADM604, ADVANCED FINANCIAL MANAGEMENT 604, S1, , 
2012, EMS, 100107, ADM605, INVESTMENT MANAGEMENT 605, S1, , 
2012, EMS, 100107, ADM606, FINANCIAL ANALYSIS 606, S2, , 
2012, EMS, 100107, ADM607, ENTREPRENEURSHIP&ENTERP DEV(ADM)607, S2, , 
2012, EMS, 100107, ADM610, SME CONSULTING (ADM) 610, YR, , 
2012, EMS, 100107, ADM616, QUANTITATIVE ANALYSIS (ADM) 616, S1, , 
2012, EMS, 100107, ADM617, ECONOMICS FOR MANAGERS (ADM) 617, S1, , 
2012, EMS, 100107, ADM618, PRINCIPLES OF MANAGEMENT (ADM)618, S1, , 
2012, EMS, 100107, ADM619, PRINCIPLES OF MAN ACCOUNT (ADM) 619, S1, , 
2012, EMS, 100107, ADM620, MARKETING (ADM) 620, S1, , 
2012, EMS, 100107, ADM622, FINANCIAL MANAGEMENT (ADM) 622, S2, , 
2012, EMS, 100107, ADM623, OPERATIONS MANAGEMENT (ADM) 623, S2, , 
2012, EMS, 100107, ADM626, CONTEMP BUS COMMUNICATION(ADM)626, S1, , 
2012, EMS, 100107, ADM629, STRATEGIC MANAGEMENT (ADM) 629, S2, , 
2012, EMS, 100107, ADM647, BUSINESS INFORMATION SYSTEMS 647, S2, , 
2012, EMS, 100107, ADM668, BUSINESS FINANCE 668, S2, , 
2012, EMS, 100107, IEB131, INTRO TO ECONOMICS & BUSINESS, S1, , 
2012, EMS, 100107, IEB133, INTRO: ECONOMY & BUSINESS (FND)133, S1, , 
2012, EMS, 100107, IEB134, INTRO:ECONOMY & BUSINESS (FND) 134, S2, , 
2012, EMS, 100107, IST309, MANAGEMENT 309, S2, , 
2012, EMS, 100107, IST310, MANAGEMENT 310, S1, , 
2012, EMS, 100107, IST611, PRINCIPLES SHORT TERM INSURANCE 611, S2, , 
2012, EMS, 100107, IST712, INSURANCE SHORT TERM 712, S2, , 
2012, EMS, 100107, IST713, INSURANCE LONG TERM 713, S1, , 
2012, EMS, 100107, LTI614, PRINCIPL ED LT INS & RETIREM PL 614, S1, , 
2012, EMS, 100107, MAN131, MANAGEMENT 131, S1, , 
2012, EMS, 100107, MAN132, MANAGEMENT 132, S2, , 
2012, EMS, 100107, MAN201, MANAGEMENT 201, S2, , 
2012, EMS, 100107, MAN206, FINANCE FOR SMALL & MED ENTERPRISES, S1, , 
2012, EMS, 100107, MAN231, MANAGEMENT 231, S1, , 
2012, EMS, 100107, MAN233, MANAGEMENT 233, S2, , 
2012, EMS, 100107, MAN234, MANAGEMENT 234, S2, , 
2012, EMS, 100107, MAN235, MANAGEMENT 235, S1, , 
2012, EMS, 100107, MAN302, MANAGEMENT 302, S2, , 
2012, EMS, 100107, MAN303, MANAGEMENT 303, S2, , 
2012, EMS, 100107, MAN304, MANAGEMENT 304, S2, , 
2012, EMS, 100107, MAN305, MANAGEMENT 305, S1, , 
2012, EMS, 100107, MAN306, MANAGEMENT 306, S1, , 
2012, EMS, 100107, MAN307, MANAGEMENT 307, S1, , 
2012, EMS, 100107, MAN308, MANAGEMENT 308, S2, , 
2012, EMS, 100107, MAN312, MANAGEMENT 312, S2, , 
2012, EMS, 100107, MAN314, MANAGEMENT 314, S1, , 
2012, EMS, 100107, MAN324, MANAGEMENT 324, S1, , 
2012, EMS, 100107, MAN325, PROJECT MANAGEMENT, S2, , 
2012, EMS, 100107, MAN333, MANAGEMENT 333, S1, , 
2012, EMS, 100107, MAN339, MANAGEMENT 339, S2, , 
2012, EMS, 100107, MAN602, ADVANCED MARKETING 602, S1, , 
2012, EMS, 100107, MAN619, GLOBAL MARKETING 619, S2, , 
2012, EMS, 100107, MAN620, PROJECT MANAGEMENT 620, S2, , 
2012, EMS, 100107, MAN630, SUPPLY MANAGEMENT 630, S2, , 
2012, EMS, 100107, MAN642, FINANCE SEMINAR 642, S2, , 
2012, EMS, 100107, MAN645, ADVANCED MANAGEMENT ACCOUNTING 645, S2, , 
2012, EMS, 100107, MAN646, ANALYTICAL & CRITICAL THINKING 646, S2, , 
2012, EMS, 100107, MAN651, EMPLOYEE MANAGEMENT 651, S1, , 
2012, EMS, 100107, MAN661, BUSINESS LAW FOR SME'S(ADM) 611, S1, , 
2012, EMS, 100107, MAN680, INVESTMENT ANALYSIS 680, S2, , 
2012, EMS, 100107, MAN687, STATISTICS FOR INVESTMENTS 687, S1, , 
2012, EMS, 100107, MAN702, ADV.MARKETING POL & STRATEGY 702, S1, , 
2012, EMS, 100107, MAN704, ADVANCED FINANCIAL MANAGEMENT 704, S1, , 
2012, EMS, 100107, MAN705, INVESTMENT MANAGEMENT 705, S1, , 
2012, EMS, 100107, MAN706, PROFIT DETEMIN&FINANCIAL ANAL 706, S2, , 
2012, EMS, 100107, MAN709, CONTEMPORARY MANAGEMENT TOPICS 709, S1, , 
2012, EMS, 100107, MAN711, SMALL BUS DEV & ENTREPRENEUR 711, S2, , 
2012, EMS, 100107, MAN712, MANAGEMENT INFORMATION SYSTEMS 712, S1, , 
2012, EMS, 100107, MAN717, FIELD STUDY 717, YR, , 
2012, EMS, 100107, MAN719, GLOBAL MARKETING(MAN719), S2, , 
2012, EMS, 100107, MAN720, PROJECT MANAGEMENT(MAN720), S2, , 
2012, EMS, 100107, MAN723, FAMILY BUSINESS 723, S1, , 
2012, EMS, 100107, MAN724, POLIT ECON OF IND.RELATION(MAN724), S1, , 
2012, EMS, 100107, MAN726, STRATEGY & GLOB COMPETITION(MAN726), S1, , 
2012, EMS, 100107, MAN728, SERVICE MARKETING(MAN728), S1, , 
2012, EMS, 100107, MAN730, SUPPLY MANAGEMENT(MAN730), S2, , 
2012, EMS, 100107, MAN732, SME CONSULTING(MAN732), YR, , 
2012, EMS, 100107, MAN733, BUS. LAW FOR SMES (MAN733), S1, , 
2012, EMS, 100107, MAN742, FINANCE SEMINAR(MAN742), S2, , 
2012, EMS, 100107, MAN745, ADVANCED MANAGEMENT ACCOUNTING 745, S2, , 
2012, EMS, 100107, MAN746, ANALYTICAL AND CRIT THINKING 746, S1, , 
2012, EMS, 100107, MAN747, INFORMATION SYSTEMS & TECHN 747, S2, , 
2012, EMS, 100107, MAN748, QUANTITATIVE ANALYSIS(MAN748), S1, , 
2012, EMS, 100107, MAN749, ECONOMICS FOR MANAGERS(MAN749), S1, , 
2012, EMS, 100107, MAN751, PRINCIPLES OF MAN & BUS(MAN751.1), S1, , 
2012, EMS, 100107, MAN753, PRINCIPLES OF MAN ACC(MAN753), S1, , 
2012, EMS, 100107, MAN754, MARKETING ORGAN.& MAN(MAN754.1), S1, , 
2012, EMS, 100107, MAN755, EMPLOYEE MANAGEMENT (MAN755), S1, , 
2012, EMS, 100107, MAN756, FINANCIAL MAN(MAN756), S2, , 
2012, EMS, 100107, MAN757, OPERATIONS MAN(MAN757), S2, , 
2012, EMS, 100107, MAN763, TECHNICAL REPORT(MAN763), S2, , 
2012, EMS, 100107, MAN769, STRATEGIC MAN(MAN769), S2, , 
2012, EMS, 100107, MAN780, INVEST ANALYSIS 780, S2, , 
2012, EMS, 100107, MAN787, STATISTICS FOR INVESTMENTS 787, S1, , 
2012, EMS, 100107, MAN801, MANAGEMENT MAG THESIS 801, YR, , 
2012, EMS, 100107, MAN802, MANAGEMENT MAG THESIS 802, YR, , 
2012, EMS, 100107, MAN803, MANAGEMENT MINI THESIS 803, YR, , 
2012, EMS, 100107, MAN804, MANAGEMENT MINI THESIS 804, YR, , 
2012, EMS, 100107, MAN805, ETHICS & LEADERSHIP(MAN805), S2, , 
2012, EMS, 100107, MAN806, MAN ORGAN TRANSFORMATION(MAN806, S2, , 
2012, EMS, 100107, MAN807, ENTERPRISE  SEMINAR(MAN807), S1, , 
2012, EMS, 100107, MAN808, CORPORATE GOVERNANCE 808, S1, , 
2012, EMS, 100107, MAN809, BUSINESS & THE POL ECON (MAN) 809, S1, , 
2012, EMS, 100107, MAN814, ADVANCED STRATEGIC MANAGEMENT 814, S1, , 
2012, EMS, 100107, MAN815, ORGANISATIONAL DIAGNOSIS(MAN) 815, S1, , 
2012, EMS, 100107, MAN821, CAPITA SELECTA SELECTED TOPICS FINA, S1, , 
2012, EMS, 100107, MAN833, CRITICAL ANALYSIS FOR RESEARCH (M), S2, , 
2012, EMS, 100107, MAN850, WORK ORGANIZATION(MAN850), YR, , 
2012, EMS, 100107, MAN860, BUSINESS RESEARCH METHODS(MAN860), YR, , 
2012, EMS, 100107, MAN862, RESEARCH REPORT(MAN862), YR, , 
2012, EMS, 100107, MAN863, RESEARCH PROJECT(MAN863), YR, , 
2012, EMS, 100107, MAN864, MANAGEMENT RESEARCH SEMINAR(MAN864), YR, , 
2012, EMS, 100107, MAN865, SA BUSINESS AND GLOBAL 865, S2, , 
2012, EMS, 100107, MAN901, MANAGEMENT DOCTORAL 901, YR, , 
2012, EMS, 100107, MAN902, MANAGEMENT DOCTORAL 902, YR, , 
2012, EMS, 100107, MDP203, INTRODUCTION TO INFORMATION SYSTEMS, S1, , 
2012, EMS, 100107, MDP204, PRINCIPLES OF MANAGEMENT & BUSINESS, S1, , 
2012, EMS, 100107, MDP206, PRINCIPLES OF MARKETING 206, S1, , 
2012, EMS, 100107, MDP207, OPERATIONS MANAGEMENT 207, S2, , 
2012, EMS, 100107, MDP214, MANAGEMENT SKILLS, S1, , 
2012, EMS, 100107, MDP216, BUSINESS COMMUNICATION 216, S1, , 
2012, EMS, 100107, MDP218, FINANCE, S2, , 
2012, EMS, 100107, MDP278, EMPLOYEE MANAGEMENT, S2, , 
2012, EMS, 100107, MDP502, ECONOMICS FOR MANAGERS, S1, , 
2012, EMS, 100107, MDP503, INTRODUCTION TO INFORMATION SYSTEMS, S1, , 
2012, EMS, 100107, MDP504, PRINCIPLES OF MANAGEMENT & BUSINESS, S1, , 
2012, EMS, 100107, MDP506, PRINCIPLES OF MARKETING, S1, , 
2012, EMS, 100107, MDP507, HUMAN RESOURCE MANAGEMENT, S1, , 
2012, EMS, 100107, MDP508, PROJECT MANAGEMENT 508, S2, , 
2012, EMS, 100107, MDP509, OPERATIONS MANAGEMENT 509, S2, , 
2012, EMS, 100107, MDP510, OPERATIONS MANAGEMENT 510, S2, , 
2012, EMS, 100107, MDP514, MANAGEMENT SKILLS A, S1, , 
2012, EMS, 100107, MDP516, CONTEMPORARY BUSINESS COMMUNICATION, S1, , 
2012, EMS, 100107, MDP518, INTRO TO FINANCE MANAGEMENT, S1, , 
2012, EMS, 100107, MDP531, SME MANAGEMENT 531, S1, , 
2012, EMS, 100107, MDP548, QUANTITATIVE ANALYSIS (MDP 548), S1, , 
2012, EMS, 100107, MDP549, ECONOMICS FOR MANAGERS (MDP549), S1, , 
2012, EMS, 100107, MDP551, PRINC OF MAN & BUSS (MDP551)1ST SEM, S1, , 
2012, EMS, 100107, MDP553, PRINC OF MANAGEMENT ACC (MDP553), S1, , 
2012, EMS, 100107, MDP554, MARKETING (MDP 554)1ST SEM, S1, , 
2012, EMS, 100107, MDP556, FINANCIAL MANAGEMENT (MDP556), S2, , 
2012, EMS, 100107, MDP557, OPERATIONAL MANAGEMENT (MDP557), S2, , 
2012, EMS, 100107, MDP565, MAN DEVELOPMENT A (MDP565)1ST SEM, S1, , 
2012, EMS, 100107, MDP567, MAN DEVELOPMENT C (MDP567)1ST SEM, S1, , 
2012, EMS, 100107, MDP569, BUSINESS COMMUNICATION 569, S1, , 
2012, EMS, 100107, MDP570, INTRO TO INFO SYSTEMS(MDP570)2NDSEM, S2, , 
2012, EMS, 100107, MDP571, INTRO TO INFO SYSTEMS 571 1STSEM, S1, , 
2012, EMS, 100107, MDP578, EMPLOYEE MANAGEMENT 578, S1, , 
2012, EMS, 100107, MDP579, MANAGMENT SKILLS DEVELOPMENT 579, S1, , 
2012, EMS, 100107, MDP580, BUSINESS FINANCE 580, S2, , 
2012, EMS, 100107, MDP581, BUSINESS FINANCE 581 1ST SEM, S1, , 
2012, EMS, 100107, RPP715, RETIREMENT PLANNING 715, S1, , 
2012, EMS, 100109, ECO121, ECONOMICS 121, S2, , 
2012, EMS, 100109, ECO122, ECONOMICS 122, S1, , 
2012, EMS, 100109, ECO133, ECONOMICS 133, S1, , 
2012, EMS, 100109, ECO134, ECONOMICS 134, S2, , 
2012, EMS, 100109, ECO135, ECONOMICS 135, S2, , 
2012, EMS, 100109, ECO231, ECONOMICS 231, S1, , 
2012, EMS, 100109, ECO232, ECONOMICS 232, S1, , 
2012, EMS, 100109, ECO233, ECONOMICS 233, S2, , 
2012, EMS, 100109, ECO234, ECONOMICS 234, S2, , 
2012, EMS, 100109, ECO235, ECONOMICS 235, S2, , 
2012, EMS, 100109, ECO301, ECONOMICS 301, S1, , 
2012, EMS, 100109, ECO311, ECONOMICS 311, S1, , 
2012, EMS, 100109, ECO331, ECONOMICS 331, S2, , 
2012, EMS, 100109, ECO332, ECONOMICS 332, S2, , 
2012, EMS, 100109, ECO334, ECONOMICS 334, S1, , 
2012, EMS, 100109, ECO335, INTERNATIONAL ECONOMICS 335, S2, , 
2012, EMS, 100109, ECO336, ECONOMICS 336, S1, , 
2012, EMS, 100109, ECO600, MICROECONOMIC PRINCIPLES 600, S1, , 
2012, EMS, 100109, ECO601, MACROECONOMIC PRINCIPLES 601, S1, , 
2012, EMS, 100109, ECO603, MATHEMATICS/STATISTICS 603, S1, , 
2012, EMS, 100109, ECO604, DEVELOPMENT ECONOMICS 604, S1, , 
2012, EMS, 100109, ECO605, PUBLIC ECONOMICS 605, S2, , 
2012, EMS, 100109, ECO606, MICROECONOMICS THEORY & POLICY 606, S2, , 
2012, EMS, 100109, ECO607, MACROECONOMICS THEORY & POLICY 607, S2, , 
2012, EMS, 100109, ECO609, INTERNATIONAL ECONOMICS 609, S2, , 
2012, EMS, 100109, ECO712, ENVIRON & RESOURCE ECON 712, S2, , 
2012, EMS, 100109, ECO713, INTERN FIN ECONOMICS 713, S2, , 
2012, EMS, 100109, ECO721, CAPITA SELECTA 721, YR, , 
2012, EMS, 100109, ECO730, QUANTITATIVE ECONOMICS 730, S2, , 
2012, EMS, 100109, ECO731, MICRO-ECONOMICS 731, S1, , 
2012, EMS, 100109, ECO732, MACRO ECONOMICS 732, S1, , 
2012, EMS, 100109, ECO733, LABOUR ECONOMICS 733, S1, , 
2012, EMS, 100109, ECO734, PUBLIC ECONOMICS 734, S2, , 
2012, EMS, 100109, ECO735, INTERNATIONAL ECONOMICS 735, S1, , 
2012, EMS, 100109, ECO736, DEVELOPMENT ECONOMICS 736, S2, , 
2012, EMS, 100109, ECO801, ECONOMICS MAGISTER THESIS 801, YR, , 
2012, EMS, 100109, ECO802, ECONOMICS MAG THESIS 2ND ENR 802, YR, , 
2012, EMS, 100109, ECO803, ECONOMICS MAG MINI THES 1ST ENR 803, YR, , 
2012, EMS, 100109, ECO804, ECONOMICS MAG MINITHESIS 2ND ENR804, YR, , 
2012, EMS, 100109, ECO821, CAPITA SELECTA 821, S1, , 
2012, EMS, 100109, ECO823, ADVANCED INTERNATIONAL TRADE 823, S1, , 
2012, EMS, 100109, ECO824, APPLIED RESEARCH WORKSHOP 824, YR, , 
2012, EMS, 100109, ECO826, ADVANCED DEV. ECONOMICS 826, S2, , 
2012, EMS, 100109, ECO830, APPLIED QUANT.& POL ECONOMY 830, S2, , 
2012, EMS, 100109, ECO832, ADVANCED MACRO ECONOMICS 832, S1, , 
2012, EMS, 100109, ECO834,  PUBLIC FINANCE IN OPEN ECONOMY 834, S2, , 
2012, EMS, 100109, ECO836, ENVIRONMENTAL ECONOMICS 836, S2, , 
2012, EMS, 100109, ECO839, ADVANCED INTERNATIONAL FINANCE 839, S2, , 
